ID,Овог нэр,Мэргэжил,Төрсөн өдөр,Танилцуулга,BirthYear
2566,Martin Spanjers,Жүжигчин,1982-10-24 00:00:00,,1982
2567,Choi Do Hoon,Найруулагч,1989-08-07 00:00:00,,1989
2568,Jang Shin Young,Жүжигчин,2003-06-26 00:00:00,,2003
2569,Kang Ji Sub,Жүжигчин,1947-11-06 00:00:00,,1947
2570,Jun Se Hong,Жүжигчин,1990-02-21 00:00:00,,1990
2571,Lee Min-Cheol,Найруулагч,1945-09-03 00:00:00,,1945
2572,Yoon Seung-Ah,Жүжигчин,1962-04-05 00:00:00,,1962
2573,Lee Dong-Hae,Жүжигчин,1951-08-20 00:00:00,,1951
2575,Ц Баясгалан,Жүжигчин,1950-09-17 00:00:00,СТА,1950
2578,Д Төвшинтөр,Жүжигчин,1951-07-29 00:00:00,Бүгд,1951
2579,Н Отгонбаяр,Найруулагч,1942-11-25 00:00:00,Бүгд,1942
2581,Жамсранжавын Оюундарь,Жүжигчин,1994-04-29 00:00:00,Жамсранжав овогтой Оюундарь 2011 он: МУ-н Гавъяат Жүжигчин,1994
2582,Ж Бэгзсүрэн,Жүжигчин,1944-01-13 00:00:00,Бүгд,1944
2583,Мөнхтуулын Батзориг,Жүжигчин,1987-02-18 00:00:00,Мөнхтуул овогтой Батзориг,1987
2585,Р Батхишиг,Жүжигчин,1966-04-20 00:00:00,Бүгд,1966
2586,Э Уянга,Жүжигчин,1986-02-22 00:00:00,Бүгд,1986
2587,Эрдэнэбаярын Чинзориг,Найруулагч,1985-09-20 00:00:00,Эрдэнэбаяр овогтой Чинзориг,1985
2588,Батцэнгэлийн Одончимэг,Жүжигчин,1985-07-03 00:00:00,Боловсрол ажлын туршлага:,1985
2589,Д Цогтбаатар,Найруулагч,2005-05-14 00:00:00,СТА,2005
2590,Халзангийн Ганхуяг,Жүжигчин,1996-05-06 00:00:00,Халзангийн Ганхуяг  СТА,1996
2591,Лхагвасүрэнгийн Анхбаяр,Жүжигчин,1949-01-20 00:00:00,Лхагвасүрэн овогтой Анхбаяр,1949
2592,Ичинхорлоогийн Нямгаваа,Найруулагч,2005-03-11 00:00:00,"Ичинхорлоо овогтой Нямгаваа 2012 он: УГЗ, Урлагийн гавъяат зүтгэлтэн",2005
2593,Ухнаагийн Пүрэвжав,Найруулагч,1983-02-18 00:00:00,Ухнаагийн Пүрэвжав,1983
2594,Мөнхнасангийн Дорждэрэм,Жүжигчин,1951-11-07 00:00:00,Бүгд,1951
2596,Дашнямын Бямбацогт,Найруулагч,1969-08-13 00:00:00,Салхи Дамбий хэмээх Дашням овогтой Бямбацогт СТА,1969
2598,Оюунчимэгийн Байгал,Жүжигчин,2000-07-31 00:00:00,Бүгд,2000
2599,Түмэндэлгэрийн Өөдөө,Жүжигчин,1978-10-08 00:00:00,"Түмэндэлгэр овогтой Өөдөө ""Өөдөө Ундрал хоёр""-н Өөдөө",1978
2600,Ч Энхномуун,Жүжигчин,1965-12-07 00:00:00,Чинзоригийн Энхномуун,1965
2601,Б Батзориг,Найруулагч,1952-02-13 00:00:00,Бүгд,1952
2602,Н Баярсайхан,Жүжигчин,1997-10-03 00:00:00,Бүгд,1997
2603,Б Хишигбаяр,Жүжигчин,2002-11-24 00:00:00,Бүгд,2002
2604,Ц Чинбат,Найруулагч,2004-05-22 00:00:00,Бүгд,2004
2605,Лхагвадоржийн Гантулга,Жүжигчин,2003-01-29 00:00:00,Лхагвадорж овогтой Гантулга,2003
2606,Бямбаагийн Цогтбаяр,Найруулагч,1997-08-11 00:00:00,"Боловсрол соёл эрхзүйн дээд сургууль болон Монголын үндэсний кино урлагийн академийг үүсгэн байгуулагч. Монголын үндэсний кино урлагийн академийн тэргүүн агсан, Монгол улсын урлагийн гавьяат зүтгэлтэн, Д.Нацагдоржийн нэрэмжит шагналт, Урлаг судлалын ухааны доктор, профессор, Кино найруулагч.",1997
2607,Ганболдын Баярхүү,Жүжигчин,1986-02-12 00:00:00,Ганболд овогтой Баярхүү,1986
2608,Насанбаярын Нэргүйбаатар,Найруулагч,1969-12-30 00:00:00,Насанбаяр овогтой Нэргүйбаатар (2010) МУГЖ Монгол улсын гавьяат жүжигчин,1969
2609,Ц Батзандан,Жүжигчин,1952-09-09 00:00:00,Бүгд,1952
2610,Д Үнэнбаяр,Жүжигчин,1980-09-24 00:00:00,Бүгд,1980
2611,Б Амарцогт,Найруулагч,1954-07-28 00:00:00,Бүгд,1954
2612,Н Наранзаяа,Жүжигчин,1971-03-25 00:00:00,Бүгд,1971
2613,Т Билэгт,Жүжигчин,1983-04-20 00:00:00,Бүгд,1983
2614,Даваахүүгийн Отгонбаяр,Найруулагч,1988-11-26 00:00:00,Даваахүү овогтой Отгонбаяр,1988
2615,Ганбатын Сэр-Од,Найруулагч,2002-06-23 00:00:00,Ганбат овогтой Сэр-Од,2002
2616,Жанчивдоржийн Жамъянсүрэн,Найруулагч,1959-01-29 00:00:00,Жанчивдорж овогтой Жамъянсүрэн СТА,1959
2617,Рагчаагийн Анхням,Жүжигчин,1956-08-16 00:00:00,Рагчаа овогтой Анхням,1956
2618,Чулуунбатын Батбаяр,Найруулагч,1988-06-29 00:00:00,Чулуунбат овогтой Батбаяр СТА,1988
2619,Ёндонгийн Алтанзул,Жүжигчин,1940-06-04 00:00:00,Бүгд,1940
2620,О Золбоо,Жүжигчин,1977-05-20 00:00:00,Бүгд,1977
2621,С Мөнхцацрал,Жүжигчин,1989-03-25 00:00:00,Бүгд,1989
2622,Батдоржийн Батсумъяа,Жүжигчин,1976-05-11 00:00:00,Батдорж овогтой Батсумъяа СТА,1976
2624,Банзарын Дамчаа,Жүжигчин,1965-05-05 00:00:00,Банзар овогтой Дамчаа (1932 - 2009) МУАЖ (2007) Монгол Улсын Ардын Жүжигчин,1965
2625,С Түвшинжаргал,Жүжигчин,1994-09-07 00:00:00,Бүгд,1994
2626,Д Чинбат,Найруулагч,1964-06-27 00:00:00,Бүгд,1964
2627,Бямбацой,Жүжигчин,1986-11-23 00:00:00,Бүгд,1986
2628,Х Үнэнхүү /МУГЖ/,Жүжигчин,1970-08-20 00:00:00,Бүгд,1970
2629,Чойн Хүрэл,Жүжигчин,1941-10-02 00:00:00,Чой овогтой Хүрэл,1941
2630,Аюурзанын Очирбат,Жүжигчин,1975-01-06 00:00:00,МУ-н Ардын Жүжигчин Итгэлт баян хэмээх Аюурзана овогтой Очирбат (1928-2017.03.04) БНМАУ-ын Ардын Жүжигчин (1988) БНМАУ-ын Гавъяат Жүжигчин (1971),1975
2631,Анхням,Жүжигчин,1943-04-07 00:00:00,Бүгд,1943
2635,Г Энхтөр,Найруулагч,2001-06-11 00:00:00,Ганбатын Энхтөр,2001
2636,Сугарын Болд-Эрдэнэ,Жүжигчин,1976-06-29 00:00:00,Сугар овогтой Болд-Эрдэнэ СТА,1976
2638,С Баясгалан,Жүжигчин,1979-09-14 00:00:00,Бүгд,1979
2639,Уртнасангийн Уранчимэг,Найруулагч,1972-09-21 00:00:00,Уртнасан овогтой Уранчимэг 2008 он: МУГЖ,1972
2641,Алтангинжийн Ганчимэг,Жүжигчин,1990-07-26 00:00:00,Алтангинж овогтой Ганчимэг 2013 он: СТА,1990
2643,Оюунгэрэлийн Мөнхдалай,Жүжигчин,1964-07-21 00:00:00,Оюунгэрэл овогтой Мөнхдалай,1964
2650,Ц Гоодарь,Жүжигчин,1972-02-02 00:00:00,,1972
2652,Мягмарын Саранцэцэг,Жүжигчин,1980-11-12 00:00:00,Мягмар овогтой Саранцэцэг СТА,1980
2654,Цагаантогтохын Золжаргал,Найруулагч,1957-03-04 00:00:00,Бондоолой хэмээх Цагаантогтох овогтой Золжаргал,1957
2655,Баатарын Баярмаа,Жүжигчин,1959-01-13 00:00:00,Баатар овогтой Баярмаа,1959
2657,Батхуягийн Билэгдэмбэрэл,Жүжигчин,1967-08-19 00:00:00,Батхуяг овогтой Билэгдэмбэрэл,1967
2658,Пүрэвжавын Баярцэнгэл,Жүжигчин,1957-01-24 00:00:00,Дуучин,1957
2660,Ж Мөнхзул,Жүжигчин,1990-01-08 00:00:00,Жалавдоржийн Мөнхзул,1990
2661,Г Энэрэл,Дуучин,1946-11-07 00:00:00,Опозит хамтлагийн дуучин Г.Энэрэл,1946
2664,Н Батцэцэг,Жүжигчин,1957-05-10 00:00:00,"Нацагдоржийн Батцэцэг 2004 он: Монгол Улсын Гавъяат Жүжигчин, МУГЖ /2004-06-30.№110/ 2000 он: Алтан гадас одон 1996 он: Монгол улсын соёлын тэргүүний ажилтан",1957
2665,Очирбатын Оюун,Жүжигчин,1994-07-23 00:00:00,Очирбат овогтой Оюун СТА,1994
2666,Минжбадгарын Тогтохжаргал,Жүжигчин,1963-01-01 00:00:00,Минжбадгар овогтой Тогтохжаргал СТА,1963
2667,Нэргүйн Баярмаа,Жүжигчин,1987-03-20 00:00:00,Нэргүйн Баярмаа,1987
2668,Т Билигжаргал,Жүжигчин,1977-01-15 00:00:00,,1977
2669,Жаргалсайханы Мөнгөнсүх,Жүжигчин,1950-05-31 00:00:00,Жаргалсайхан овогтой Мөнгөнсүх,1950
2670,Лхагваагийн Таванбаяр,Найруулагч,1979-11-11 00:00:00,Лхагваа овогтой Таванбаяр СТА,1979
2671,Б Алтжин,Жүжигчин,1965-06-08 00:00:00,Бүгд,1965
2672,Б Эмүжин,Жүжигчин,1989-10-21 00:00:00,Бүгд,1989
2673,Насангийн Төмөрбат,Жүжигчин,1965-12-05 00:00:00,Насангийн Төмөрбат СТА (1965-2016),1965
2675,Б Пүрэвбат,Жүжигчин,1957-11-12 00:00:00,Бүгд,1957
2676,Д Ангараг,Найруулагч,1948-09-23 00:00:00,СТА,1948
2678,Г Дөлгөөн-Аюуш,Жүжигчин,1974-06-12 00:00:00,Бүгд,1974
2679,Төмөрбаатарын Баттулга,Жүжигчин,1950-09-22 00:00:00,Төмөрбаатар овогтой Баттулга СТА,1950
2680,Гүррагчаагийн Бадамрагчаа,Найруулагч,1960-10-09 00:00:00,Гүррагчаа овогтой Бадамрагчаа СТА,1960
2682,Extacy хамтлаг,Жүжигчин,1969-09-24 00:00:00,,1969
2683,Ганболдын Эрхэмбаяр,Жүжигчин,1982-07-16 00:00:00,Ганболд овогтой Эрхэмбаяр СТА,1982
2684,Доржийн Баттөмөр,Жүжигчин,1981-06-02 00:00:00,Дорж овогтой Баттөмөр,1981
2685,Ганбаатарын Алтаншагай,Жүжигчин,1977-03-25 00:00:00,Ганбаатар овогтой Алтаншагай СТА,1977
2689,Луушааны Баттулга,Жүжигчин,1975-11-06 00:00:00,"""Аглуу"" хэмээх Луушаан овогтой Баттулга",1975
2690,Лхамжавын Ган-Эрдэнэ,Жүжигчин,1982-03-14 00:00:00,Лхамжав овогто Ган-Эрдэнэ Камертон хамтлагийн дуучин,1982
2692,Буянжаргалын Мишээл,Жүжигчин,1993-05-31 00:00:00,Бүгд,1993
2693,С Тимур,Найруулагч,1984-08-29 00:00:00,Бүгд,1984
2695,Ч Саруултамир,Жүжигчин,1995-09-22 00:00:00,Бүгд,1995
2696,Б Мэндсайхан,Жүжигчин,1944-05-11 00:00:00,Бүгд,1944
2697,Д Шинэцэцэг,Жүжигчин,1963-11-30 00:00:00,Бүгд,1963
2698,Дамдины Отгонзаяа,Найруулагч,1940-01-26 00:00:00,Дамдин овогтой Отгонзаяа,1940
2699,Л Цокто,Жүжигчин,1940-08-15 00:00:00,Бүгд,1940
2700,Чимэдийн Очгэрэл,Жүжигчин,1954-01-04 00:00:00,Чимэд овогтой Очгэрэл,1954
2701,Цэлмүүн,Жүжигчин,1979-06-24 00:00:00,Бүгд,1979
2704,Даваажаргал,Жүжигчин,1999-01-14 00:00:00,Бүгд,1999
2706,Дэмбэрэлдоржийн Мөнх-Од,Жүжигчин,1991-01-20 00:00:00,Бүгд,1991
2708,Б Баяржавхлан,Жүжигчин,1982-08-28 00:00:00,Jason хэмээх Б. Баяржавхлан,1982
2709,Т Оюун-Эрдэнэ,Жүжигчин,1991-05-12 00:00:00,Бүгд,1991
2710,Ж Батбаяр,Найруулагч,1951-05-08 00:00:00,Бүгд,1951
2712,Б Эрдэнэчимэг,Жүжигчин,1995-06-06 00:00:00,СТА,1995
2713,С Сүхбаатар,Жүжигчин,1998-10-04 00:00:00,Бүгд,1998
2714,Батзори,Жүжигчин,1946-04-10 00:00:00,Бүгд,1946
2715,Л Лхагвадорж,Найруулагч,1971-01-07 00:00:00,Бүгд,1971
2716,Б Тэгшсүрэн,Найруулагч,1994-10-13 00:00:00,,1994
2717,Э Бямбадорж,Жүжигчин,1971-06-04 00:00:00,Loading...,1971
2718,Н Тэлмүүнтамир,Жүжигчин,1995-06-22 00:00:00,Бүгд,1995
2719,Ц Өлзий,Жүжигчин,2001-09-30 00:00:00,Бүгд,2001
2720,Е Төгөлдөр,Жүжигчин,1971-04-30 00:00:00,Бүгд,1971
2725,Б Цогт-Эрдэнэ,Найруулагч,1943-12-05 00:00:00,,1943
2729,Батхүлэгийн Батбаатар,Найруулагч,1962-06-11 00:00:00,Батхүлэг овогтой Батбаатар,1962
2730,Б Hавчаа,Жүжигчин,1954-03-15 00:00:00,Бүгд,1954
2737,Гомбын Золбоот,Жүжигчин,1971-04-17 00:00:00,"Гомбо овогтой Золбоот (2017.02.24) МУГЖ, Монгол Улсын Гавьяат Жүжигчин",1971
2739,Адъяадоржийн Мөнхсүх,Найруулагч,1980-12-13 00:00:00,Адъяадорж овогтой Мөнхсүх,1980
2740,Д Цэрэндагва,Жүжигчин,1978-08-30 00:00:00,Бүгд,1978
2741,Адилбишийн Дашпэлжээ,Жүжигчин,1970-08-14 00:00:00,1982 онд Болгарын Софи хотын консерваторийг Дуурийн дуучин мэргэжлээр төгссөн,1970
2742,Цэгмидийн Төмөрбаатар,Жүжигчин,1952-11-25 00:00:00,"Цэгмид овогтой Төмөрбаатар Төрийн Соёрхолт, МУГЖ, Монгол Улсын Гавъяат Жүжигчин 2013 оны Монголын Үндэсний Кино Урлагийн Академийн шилдэг эрэгтэй дүрийн шагналт",1952
2743,Дулма Сунрапова,Жүжигчин,1959-11-17 00:00:00,Loading...,1959
2744,Б Анар,Найруулагч,1984-11-06 00:00:00,Бүгд,1984
2745,С Чулуунбаяр,Жүжигчин,1941-10-12 00:00:00,Бүгд,1941
2746,Балжаагийн Энхтүвшин,Жүжигчин,1954-02-17 00:00:00,Балжаа овогтой Энхтүвшин,1954
2747,Э Ариун-Эрдэнэ,Жүжигчин,1998-11-23 00:00:00,Бүгд,1998
2748,Б Батцэрэн,Жүжигчин,1946-07-18 00:00:00,Бүгд,1946
2749,Энхжаргалын Энэрэл,Жүжигчин,1967-05-17 00:00:00,Энхжаргал овогтой Энэрэл,1967
2750,Эрдэнэбатын Оргил,Найруулагч,1953-08-29 00:00:00,Эрдэнэбатын Оргил,1953
2751,Marton Csokas,Жүжигчин,1946-11-27 00:00:00,,1946
2752,Гэрэлт-од,Жүжигчин,1967-11-25 00:00:00,Бүгд,1967
2755,Жаргалсайханы Алтаншагай,Жүжигчин,1986-06-17 00:00:00,Жаргалсайхан овогтой Алтаншагай,1986
2756,Чулууны Хулан,Жүжигчин,1985-05-30 00:00:00,Бүгд,1985
2757,Балжиннямын Амарсанаа,Найруулагч,1974-06-01 00:00:00,"Балжинням овогтой Амарсанаа найруулагч, зураглаач Бэгзийн Балжиннямын хүү",1974
2760,Доржготовын Ганцэцэг,Найруулагч,1979-06-08 00:00:00,"СТА, Хөдөлмөрийн Гавьяаны Улаан Тугийн Одон “Жинжиймаа” “Зэрлэг цэцэгсийн хүлэмж” зохиолч, жүжигчин “Зүрхээр наадагч” жүжигчин “Миний нууц” зохиолч, жүжигчин “Атганд үлдсэн эрдэнэ” жүжигчин “Халуун зүрх” найруулагч, жүжигчин, “Хүний ээж” жүжигчин гм…",1979
2761,Оросоогийн Отгонбат,Жүжигчин,1951-08-17 00:00:00,Оросоо овогтой Отгонбат,1951
2762,Э Дэлгэрцэцэг,Жүжигчин,1945-02-18 00:00:00,,1945
2763,Ц Оюунгэрэл,Жүжигчин,1948-11-21 00:00:00,,1948
2764,Лхагвасүрэнгийн Ариунболд,Найруулагч,1983-01-01 00:00:00,Бүгд,1983
2765,Бямбын Ариунцэцэг,Жүжигчин,1920-03-07 00:00:00,Бямба овогтой Ариунцэцэг https://www.facebook.com/AriuntsetsegByamba,1920
2766,Уухааны Батбаатар,Найруулагч,1966-06-17 00:00:00,Уухаан овогтой Батбаатар МУГЖ (2016.12.28) Монгол Улсын Гавъяат Жүжигчин,1966
2768,Банзардарийн Эрдэнэхүү,Жүжигчин,1996-10-11 00:00:00,Банзардарь овогтой Эрдэнэхүү,1996
2770,Гончигийн Ундармаа,Жүжигчин,1920-09-16 00:00:00,Гончиг овогтой Ундармаа СТА,1920
2771,Мөнхбатын Цэрэндолгор,Жүжигчин,1951-11-25 00:00:00,Цэдо хэмээх Мөнхбат овогтой Цэрэндолгор,1951
2774,мелодрам,Жүжигчин,1961-02-22 00:00:00,Бүгд,1961
2775,Олон ангит,Найруулагч,1962-09-10 00:00:00,Бүгд,1962
2776,Инээдмийн,Жүжигчин,1963-10-23 00:00:00,Бүгд,1963
2777,ази,Найруулагч,1956-02-15 00:00:00,Бүгд,1956
2778,гэмт хэрэг | триллер,Жүжигчин,1943-08-25 00:00:00,Бүгд,1943
2779,адал явдалт,Жүжигчин,1974-08-29 00:00:00,Бүгд,1974
2780,детектив,Жүжигчин,1963-08-03 00:00:00,Бүгд,1963
2781,Инээдэм | Дурлалт,Жүжигчин,1962-08-03 00:00:00,Бүгд,1962
2782,Жамсранжавын Пүрэвдорж,Жүжигчин,1957-06-23 00:00:00,"Жамсранжавын Пүрэвдорж нь Монголын тайз, дэлгэцийн жүжигчин. 1960 онд Завхан аймагт төрсөн.",1957
2783,Ш Батболд,Жүжигчин,2001-05-03 00:00:00,Бүгд,2001
2784,Батзандангийн Азжаргал,Жүжигчин,1994-10-20 00:00:00,Батзандан овогтой Азжаргал,1994
2785,О Урантуяа,Найруулагч,1980-04-16 00:00:00,Бүгд,1980
2786,Ж Энхтуул,Жүжигчин,1967-08-20 00:00:00,Бүгд,1967
2787,Э Одгэрэл,Загвар өмсөгч,1953-07-22 00:00:00,Топ модель Эрээхүүгийн Одгэрэл,1953
2788,Б Нарангэрэл,Жүжигчин,1992-11-15 00:00:00,Бүгд,1992
2789,Д Гансүх,Найруулагч,1998-08-19 00:00:00,Бүгд,1998
2790,Ч Одонцэцэг,Жүжигчин,1942-02-18 00:00:00,Бүгд,1942
2791,Jung Jung-Hwa,Найруулагч,2001-05-11 00:00:00,Бүгд,2001
2792,Jung Il Woo,Жүжигчин,1986-02-28 00:00:00,,1986
2793,Lee Chung Ah,Жүжигчин,1946-08-03 00:00:00,,1946
2794,Lee Ki Woo,Жүжигчин,1989-09-16 00:00:00,,1989
2795,Park Min Woo,Жүжигчин,1947-02-02 00:00:00,,1947
2796,Lee Seung-Young,Найруулагч,1943-05-11 00:00:00,,1943
2797,Joo Sang Wook,Жүжигчин,1947-08-12 00:00:00,,1947
2798,Kim San Ho,Жүжигчин,1970-05-08 00:00:00,,1970
2799,Jo An,Жүжигчин,1980-11-21 00:00:00,,1980
2800,Choi Woo Sik,Жүжигчин,1966-11-19 00:00:00,,1966
